time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,wind_speed_10m_max,wind_gusts_10m_max,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2017-11-22,27.7,15.5,21.4,0.0,16.2,25.6,16.36,4.86,Karachi
2017-11-23,26.8,15.3,21.0,0.0,16.3,26.6,16.49,4.6,Karachi
2017-11-24,26.1,15.5,20.9,0.0,19.3,31.7,15.79,3.62,Karachi
2017-11-25,28.2,17.1,22.6,0.0,19.6,32.4,15.41,3.48,Karachi
2017-11-26,29.1,19.2,23.8,0.0,16.8,29.9,15.58,3.72,Karachi
2017-11-27,29.2,18.1,23.4,0.0,18.4,32.4,15.78,4.48,Karachi
2017-11-28,27.5,17.9,23.1,0.0,23.3,39.2,15.65,3.64,Karachi
2017-11-29,27.6,19.1,23.2,0.0,16.4,29.9,14.77,3.18,Karachi
2017-11-30,29.9,19.0,23.6,0.0,21.8,35.6,15.67,5.14,Karachi
2017-12-01,28.4,17.1,22.3,0.0,17.4,26.3,15.79,4.69,Karachi
2017-12-02,28.4,16.4,22.0,0.0,18.3,27.0,15.5,4.63,Karachi
2017-12-03,29.0,16.9,22.4,0.0,16.3,27.7,14.22,5.26,Karachi
2017-12-04,27.9,17.1,21.7,0.0,19.2,32.4,15.23,5.54,Karachi
2017-12-05,26.2,14.3,19.8,0.0,32.4,50.0,16.05,7.29,Karachi
2017-12-06,25.5,16.9,20.5,0.0,29.3,45.7,15.71,7.0,Karachi
2017-12-07,26.1,13.8,19.4,0.0,18.7,26.3,16.01,4.95,Karachi
2017-12-08,26.0,14.0,19.3,0.0,19.1,32.4,15.84,5.05,Karachi
2017-12-09,26.8,13.9,20.0,0.0,15.9,26.3,15.04,4.72,Karachi
2017-12-10,26.4,16.9,21.4,0.0,18.2,25.6,10.96,4.08,Karachi
2017-12-11,23.3,16.1,19.8,0.0,19.6,32.8,14.7,3.98,Karachi
2017-12-12,24.9,14.9,19.8,0.0,20.6,34.9,15.59,5.22,Karachi
2017-12-13,24.3,15.4,19.4,0.0,17.9,29.5,14.61,4.04,Karachi
2017-12-14,24.3,14.7,19.0,0.0,23.2,38.2,15.08,4.83,Karachi
2017-12-15,23.1,13.8,17.9,0.0,25.7,41.4,14.97,4.43,Karachi
2017-12-16,23.6,14.0,18.3,0.0,33.6,52.9,15.01,5.44,Karachi
2017-12-17,24.9,14.8,19.3,0.0,35.7,55.1,15.03,6.58,Karachi
2017-12-18,22.9,16.8,18.8,1.7,32.8,50.4,9.85,4.89,Karachi
2017-12-19,26.0,15.5,19.6,0.0,18.1,28.8,14.09,4.18,Karachi
2017-12-20,26.9,15.4,20.1,0.0,14.8,20.9,14.35,3.27,Karachi
2017-12-21,27.2,15.7,20.4,0.0,15.1,21.6,12.42,3.17,Karachi
2017-12-22,27.7,15.4,20.7,0.0,18.3,25.2,15.04,4.19,Karachi
2017-12-23,25.9,14.4,19.7,0.0,17.7,28.1,14.9,3.72,Karachi
2017-12-24,26.8,15.2,21.1,0.0,14.9,25.2,14.92,3.54,Karachi
2017-12-25,29.0,15.4,21.5,0.0,15.6,26.3,14.95,4.32,Karachi
2017-12-26,24.8,13.8,19.2,0.0,12.3,22.0,15.13,3.54,Karachi
2017-12-27,24.9,14.1,19.6,0.0,18.5,32.0,14.86,2.87,Karachi
2017-12-28,28.2,15.5,21.5,0.0,17.8,25.9,14.77,4.07,Karachi
2017-12-29,27.7,16.5,21.2,0.0,20.6,34.9,15.18,5.35,Karachi
2017-12-30,26.6,13.4,19.5,0.0,14.5,25.6,15.37,4.14,Karachi
2017-12-31,24.1,12.2,18.5,0.0,16.8,28.1,15.34,3.63,Karachi
2018-01-01,23.4,12.6,18.1,0.0,13.3,23.8,15.42,3.31,Karachi
2018-01-02,23.9,13.2,18.4,0.0,12.3,22.7,15.47,3.42,Karachi
2018-01-03,23.7,13.3,18.4,0.0,15.1,27.0,15.26,3.12,Karachi
2018-01-04,24.5,18.2,20.9,0.0,20.9,35.6,14.53,3.26,Karachi
2018-01-05,24.1,16.4,20.3,0.2,16.5,29.2,12.91,2.66,Karachi
2018-01-06,24.2,15.5,19.5,0.0,18.6,31.3,14.52,3.71,Karachi
2018-01-07,22.5,14.4,18.8,0.0,15.4,27.7,15.24,3.18,Karachi
2018-01-08,22.7,14.7,18.9,0.0,18.8,32.0,15.17,2.8,Karachi
2018-01-09,25.3,15.0,20.2,0.0,16.3,24.1,15.56,3.85,Karachi
2018-01-10,27.0,15.8,21.1,0.0,23.4,38.2,14.82,5.47,Karachi
2018-01-11,26.3,19.5,22.5,0.0,19.9,28.4,9.57,4.73,Karachi
2018-01-12,26.5,18.3,22.1,0.0,14.0,27.7,14.56,4.09,Karachi
2018-01-13,27.0,16.0,21.7,0.0,14.4,25.9,15.69,4.42,Karachi
2018-01-14,28.0,15.4,21.3,0.0,16.3,28.8,16.05,4.1,Karachi
2018-01-15,26.1,15.4,20.5,0.0,13.4,24.8,15.94,4.03,Karachi
2018-01-16,25.4,14.8,20.4,0.0,21.2,34.6,15.82,3.51,Karachi
2018-01-17,25.5,19.6,21.9,0.0,21.7,32.8,15.78,3.62,Karachi
2018-01-18,25.9,14.9,20.4,0.0,19.0,27.7,16.41,4.3,Karachi
2018-01-19,25.3,15.2,20.0,0.0,19.4,30.2,16.56,4.64,Karachi
2018-01-20,24.9,14.3,19.5,0.0,22.3,36.4,16.74,4.48,Karachi
2018-01-21,24.4,16.2,20.1,0.0,20.9,36.4,16.75,3.73,Karachi
2018-01-22,24.8,19.2,21.7,0.0,26.7,42.8,16.41,4.29,Karachi
2018-01-23,24.4,16.2,20.1,0.0,23.7,34.2,17.17,5.54,Karachi
2018-01-24,23.2,13.9,19.4,0.0,19.3,33.5,17.03,3.53,Karachi
2018-01-25,24.5,17.8,20.8,0.0,20.8,36.4,16.65,3.46,Karachi
2018-01-26,23.6,14.4,19.6,0.0,17.9,32.0,17.08,3.2,Karachi
2018-01-27,23.5,15.4,19.6,0.0,15.1,29.5,17.26,3.17,Karachi
2018-01-28,23.5,14.7,19.1,0.0,14.0,28.1,16.24,2.97,Karachi
2018-01-29,24.0,15.0,19.4,0.0,15.9,29.2,15.85,2.85,Karachi
2018-01-30,26.7,15.8,20.7,0.0,17.2,30.2,16.44,3.27,Karachi
2018-01-31,25.4,17.6,20.9,0.0,19.8,35.3,17.03,3.28,Karachi
2018-02-01,26.8,19.2,22.3,0.0,18.7,32.0,17.52,3.78,Karachi
2018-02-02,24.2,16.4,20.3,0.0,16.4,29.5,17.6,3.37,Karachi
2018-02-03,26.3,14.7,20.5,0.0,17.1,27.7,18.13,4.59,Karachi
2018-02-04,26.7,14.6,20.5,0.0,18.9,30.2,18.32,4.85,Karachi
2018-02-05,25.9,17.5,20.9,0.0,19.2,30.6,13.95,4.23,Karachi
2018-02-06,27.2,15.3,20.8,0.0,16.0,27.4,18.7,4.69,Karachi
2018-02-07,25.5,14.5,20.0,0.0,19.5,33.5,18.69,4.77,Karachi
2018-02-08,27.8,15.5,21.4,0.0,20.5,32.0,18.74,4.33,Karachi
2018-02-09,25.6,16.2,20.8,0.0,19.6,34.9,18.32,3.98,Karachi
2018-02-10,24.6,15.6,20.9,0.0,21.7,33.8,17.9,3.83,Karachi
2018-02-11,23.7,17.7,20.7,0.5,22.7,33.5,15.18,3.36,Karachi
2018-02-12,24.0,16.9,20.7,0.0,18.3,32.8,17.29,3.53,Karachi
2018-02-13,25.2,18.0,21.3,0.0,19.8,35.3,18.16,3.74,Karachi
2018-02-14,28.5,18.1,22.4,0.0,24.5,38.9,18.26,5.25,Karachi
2018-02-15,25.8,16.0,21.3,0.0,16.0,30.6,19.19,4.44,Karachi
2018-02-16,27.7,17.0,22.1,0.0,19.5,35.3,19.09,3.87,Karachi
2018-02-17,28.2,19.0,22.6,0.0,21.8,36.7,18.14,3.63,Karachi
2018-02-18,32.4,19.6,24.1,0.0,21.8,36.4,19.62,4.56,Karachi
2018-02-19,27.2,19.2,22.4,0.0,19.4,35.6,18.95,3.61,Karachi
2018-02-20,27.9,18.7,22.5,0.0,22.7,39.6,18.34,3.66,Karachi
2018-02-21,27.2,18.6,22.9,0.0,22.8,39.6,19.85,3.9,Karachi
2018-02-22,27.4,19.7,23.2,0.0,21.9,38.2,19.59,3.82,Karachi
2018-02-23,27.4,21.5,23.7,0.0,24.9,42.8,18.93,4.04,Karachi
2018-02-24,26.9,21.7,23.9,0.0,23.5,40.7,19.41,3.77,Karachi
2018-02-25,31.9,19.3,25.6,0.0,19.8,33.1,19.25,5.62,Karachi
2018-02-26,30.2,22.4,25.5,0.0,19.9,28.1,15.52,5.07,Karachi
2018-02-27,31.2,20.2,25.1,0.0,20.9,36.7,20.28,5.34,Karachi
2018-02-28,29.8,21.8,25.1,0.0,22.8,41.0,15.02,4.42,Karachi
2018-03-01,30.2,22.2,25.4,0.0,23.1,40.0,20.58,5.29,Karachi
2018-03-02,29.6,21.1,24.9,0.0,25.2,42.8,20.74,5.04,Karachi
2018-03-03,30.6,22.8,25.7,0.0,23.7,40.0,19.18,5.53,Karachi
2018-03-04,27.5,20.3,24.0,0.0,22.7,35.6,19.68,4.55,Karachi
2018-03-05,29.8,19.2,24.3,0.0,24.4,40.7,21.72,4.96,Karachi
2018-03-06,31.5,19.9,25.6,0.0,21.6,36.4,21.84,5.91,Karachi
2018-03-07,31.6,21.2,26.1,0.0,22.3,36.0,22.09,6.62,Karachi
2018-03-08,32.3,19.4,25.5,0.0,27.8,46.1,22.33,6.01,Karachi
2018-03-09,29.9,21.3,24.9,0.0,29.6,47.5,22.25,5.73,Karachi
2018-03-10,29.1,19.7,24.2,0.0,26.4,44.6,21.81,4.93,Karachi
2018-03-11,28.8,21.1,24.4,0.0,25.8,43.9,22.35,4.97,Karachi
2018-03-12,29.4,21.5,24.6,0.0,27.6,46.1,22.73,5.08,Karachi
2018-03-13,27.9,22.2,24.6,0.0,29.5,48.2,22.78,5.05,Karachi
2018-03-14,28.2,23.3,25.3,0.0,30.0,49.0,21.43,4.87,Karachi
2018-03-15,29.7,23.3,25.7,0.0,28.8,48.2,22.83,5.96,Karachi
2018-03-16,30.1,22.1,25.1,0.0,25.2,43.6,23.03,5.44,Karachi
2018-03-17,29.8,21.2,24.7,0.0,24.3,41.4,23.08,5.34,Karachi
2018-03-18,26.5,21.1,23.8,0.0,23.5,40.3,23.1,4.92,Karachi
2018-03-19,28.1,22.8,25.0,0.0,23.0,40.7,22.51,5.03,Karachi
2018-03-20,27.9,21.0,24.7,0.3,26.4,44.6,21.96,4.74,Karachi
2018-03-21,31.0,22.1,25.8,0.0,27.2,45.0,23.94,6.63,Karachi
2018-03-22,27.6,21.6,24.4,0.0,21.9,39.6,23.38,4.62,Karachi
2018-03-23,28.7,21.8,24.8,0.0,26.2,43.6,23.73,5.1,Karachi
2018-03-24,30.6,21.0,25.3,0.0,24.2,41.8,23.92,5.57,Karachi
2018-03-25,34.7,21.8,27.3,0.0,26.9,44.6,24.04,6.87,Karachi
2018-03-26,34.3,22.6,27.6,0.0,22.7,39.2,24.36,6.77,Karachi
2018-03-27,34.6,23.0,27.6,0.0,29.1,45.4,24.72,6.96,Karachi
2018-03-28,35.0,23.4,27.6,0.0,22.1,38.5,24.63,6.15,Karachi
2018-03-29,35.8,21.9,27.7,0.0,23.9,41.0,25.04,6.58,Karachi
2018-03-30,32.8,23.4,27.4,0.0,28.8,48.2,25.06,6.59,Karachi
2018-03-31,31.6,25.0,27.7,0.0,30.8,50.8,24.71,6.74,Karachi
2018-04-01,30.8,24.4,27.2,0.0,27.4,45.7,24.66,5.87,Karachi
2018-04-02,29.5,23.9,26.4,0.0,27.9,44.6,23.47,4.83,Karachi
2018-04-03,29.6,23.7,26.3,0.0,24.7,42.1,24.44,5.12,Karachi
2018-04-04,30.5,23.7,26.4,0.0,26.6,45.0,24.65,5.53,Karachi
2018-04-05,30.4,24.0,26.7,0.0,27.2,45.4,23.87,5.27,Karachi
2018-04-06,30.5,24.4,27.0,0.0,27.6,46.8,24.93,5.62,Karachi
2018-04-07,30.8,23.1,26.8,0.0,26.3,43.6,24.22,5.03,Karachi
2018-04-08,32.2,23.5,27.1,0.0,24.6,43.2,24.19,5.13,Karachi
2018-04-09,30.0,24.8,27.3,0.0,25.3,44.3,24.45,4.93,Karachi
2018-04-10,31.1,24.0,27.7,0.0,24.2,43.2,24.69,5.37,Karachi
2018-04-11,36.6,24.8,29.4,0.0,29.8,49.0,24.02,6.73,Karachi
2018-04-12,37.8,25.8,30.4,0.0,27.4,43.9,25.61,8.53,Karachi
2018-04-13,31.3,24.3,27.8,0.0,24.1,42.5,23.57,5.14,Karachi
2018-04-14,33.7,24.7,28.7,0.0,28.8,48.6,25.65,6.68,Karachi
2018-04-15,33.7,25.4,28.8,0.0,27.1,45.7,19.74,5.79,Karachi
2018-04-16,33.5,26.1,28.7,0.0,26.4,44.6,24.71,6.83,Karachi
2018-04-17,33.5,25.0,28.7,0.0,27.1,45.7,25.69,6.55,Karachi
2018-04-18,35.4,26.0,30.1,0.0,32.2,51.8,25.79,8.6,Karachi
2018-04-19,32.6,25.9,28.8,0.0,31.0,51.8,25.64,6.8,Karachi
2018-04-20,35.4,26.2,29.5,0.0,30.6,48.2,26.91,9.04,Karachi
2018-04-21,35.4,25.3,29.0,0.0,26.7,44.3,27.33,8.15,Karachi
2018-04-22,33.4,22.4,27.9,0.0,24.0,40.0,26.71,7.1,Karachi
2018-04-23,35.5,23.7,28.7,0.0,24.7,42.1,26.87,7.58,Karachi
2018-04-24,32.7,24.9,28.1,0.0,28.6,47.2,26.56,6.94,Karachi
2018-04-25,31.8,25.1,27.9,0.0,31.7,52.6,26.04,6.08,Karachi
2018-04-26,31.4,25.5,28.1,0.0,27.3,46.1,25.5,5.45,Karachi
2018-04-27,30.9,25.7,28.0,0.0,27.2,46.1,25.69,5.06,Karachi
2018-04-28,31.3,25.8,28.3,0.0,25.7,43.9,25.57,5.35,Karachi
2018-04-29,32.5,26.3,28.9,0.0,29.4,49.3,25.77,5.99,Karachi
2018-04-30,32.9,26.4,29.1,0.0,34.2,55.4,26.17,6.34,Karachi
2018-05-01,32.1,26.5,29.0,0.0,31.4,51.5,25.35,6.03,Karachi
2018-05-02,33.0,27.1,29.7,0.0,32.4,52.2,26.27,6.84,Karachi
2018-05-03,41.3,25.2,32.1,0.0,30.7,49.3,26.4,8.15,Karachi
2018-05-04,34.7,27.1,30.1,0.0,27.8,46.4,26.63,6.92,Karachi
2018-05-05,31.5,26.3,28.8,0.0,28.6,45.0,26.36,5.96,Karachi
2018-05-06,31.3,26.1,28.5,0.0,28.5,47.9,25.95,5.79,Karachi
2018-05-07,31.3,26.6,28.7,0.0,31.2,51.5,24.97,5.8,Karachi
2018-05-08,31.8,26.9,28.9,0.0,32.7,52.6,25.01,5.68,Karachi
2018-05-09,31.8,27.1,29.0,0.0,31.4,51.8,25.38,5.98,Karachi
2018-05-10,31.7,26.8,28.9,0.0,31.0,51.5,25.72,5.84,Karachi
2018-05-11,32.1,26.4,28.8,0.0,28.1,47.5,26.36,5.98,Karachi
2018-05-12,32.2,27.3,29.3,0.0,31.7,52.2,23.94,5.53,Karachi
2018-05-13,33.4,26.9,29.5,0.0,33.7,55.4,26.27,6.19,Karachi
2018-05-14,33.2,27.2,29.6,0.0,35.9,57.6,26.1,6.57,Karachi
2018-05-15,33.2,26.9,29.6,0.0,33.2,54.0,26.2,6.18,Karachi
2018-05-16,33.4,27.0,29.8,0.0,37.3,60.5,26.17,6.09,Karachi
2018-05-17,37.7,28.7,31.9,0.0,32.8,52.9,26.44,8.66,Karachi
2018-05-18,34.5,28.2,31.1,0.0,33.5,54.0,26.72,7.92,Karachi
2018-05-19,38.3,27.1,31.6,0.0,36.8,61.2,26.78,8.17,Karachi
2018-05-20,40.2,25.4,32.5,0.0,28.9,48.2,26.92,9.5,Karachi
2018-05-21,40.6,26.9,33.4,0.0,27.2,45.4,27.22,10.29,Karachi
2018-05-22,38.5,25.3,32.5,0.0,23.2,39.2,27.58,9.35,Karachi
2018-05-23,38.5,25.8,31.2,0.0,25.7,43.9,27.54,8.26,Karachi
2018-05-24,33.6,27.1,30.0,0.0,29.6,48.2,26.57,6.42,Karachi
2018-05-25,35.6,27.9,30.9,0.0,34.2,54.4,26.5,7.79,Karachi
2018-05-26,36.1,28.0,30.8,0.0,37.1,58.3,26.34,7.71,Karachi
2018-05-27,33.3,28.1,30.2,0.0,38.3,60.8,26.01,6.76,Karachi
2018-05-28,34.0,28.1,30.4,0.0,32.4,52.6,26.39,6.67,Karachi
2018-05-29,37.9,28.3,32.0,0.0,34.6,51.1,26.49,7.86,Karachi
2018-05-30,41.4,29.2,33.8,0.0,29.1,48.2,27.87,10.21,Karachi
2018-05-31,32.5,26.3,29.5,0.0,23.8,41.4,26.57,5.8,Karachi
2018-06-01,31.9,27.1,29.2,0.0,24.7,39.6,26.17,5.55,Karachi
2018-06-02,31.7,27.7,29.5,0.0,26.8,45.7,25.26,5.96,Karachi
2018-06-03,31.8,27.8,29.6,0.0,32.2,52.6,24.47,6.37,Karachi
2018-06-04,32.7,28.5,30.1,0.0,36.4,55.1,24.5,6.46,Karachi
2018-06-05,32.5,28.7,30.2,0.0,32.2,53.3,22.97,5.96,Karachi
2018-06-06,32.6,28.3,30.1,0.0,33.5,54.7,23.94,6.09,Karachi
2018-06-07,32.8,28.3,30.2,0.1,36.4,58.3,23.94,6.0,Karachi
2018-06-08,31.8,28.6,30.1,1.0,30.6,48.2,17.26,4.25,Karachi
2018-06-09,31.8,28.2,29.8,0.2,23.2,40.0,21.33,4.44,Karachi
2018-06-10,32.5,28.2,30.1,0.0,29.7,48.6,25.52,5.36,Karachi
2018-06-11,32.5,28.0,30.0,0.0,32.9,53.3,22.98,5.37,Karachi
2018-06-12,32.7,28.5,30.3,0.1,30.2,50.0,23.65,6.08,Karachi
2018-06-13,31.9,28.5,30.0,0.5,37.4,56.5,23.54,6.28,Karachi
2018-06-14,32.4,28.4,30.1,0.1,38.0,59.0,21.67,6.68,Karachi
2018-06-15,32.2,28.5,30.1,0.0,35.8,55.8,19.52,6.1,Karachi
2018-06-16,32.1,28.7,30.1,0.5,34.5,54.0,19.18,5.66,Karachi
2018-06-17,32.1,28.5,30.1,0.0,32.6,51.5,20.0,5.61,Karachi
2018-06-18,32.1,28.3,29.9,0.0,32.0,52.6,24.51,5.94,Karachi
2018-06-19,32.4,27.7,29.8,0.0,33.0,52.9,24.67,5.85,Karachi
2018-06-20,32.6,28.3,29.9,0.0,34.7,55.8,23.68,6.06,Karachi
2018-06-21,32.3,28.2,29.9,0.0,27.9,47.2,23.19,5.86,Karachi
2018-06-22,32.0,28.2,29.9,0.1,27.8,46.4,22.74,5.53,Karachi
2018-06-23,32.1,28.0,29.7,0.0,25.7,44.3,23.45,5.67,Karachi
2018-06-24,32.2,28.0,29.8,0.1,28.0,45.7,21.63,5.9,Karachi
2018-06-25,32.4,28.3,29.9,0.1,29.0,47.9,21.86,5.94,Karachi
2018-06-26,31.8,28.1,29.6,0.2,28.4,43.9,20.08,5.13,Karachi
2018-06-27,31.3,27.9,29.4,0.0,19.7,35.3,24.2,5.54,Karachi
2018-06-28,31.7,28.1,29.9,2.9,20.8,43.9,19.38,4.49,Karachi
2018-06-29,33.4,28.5,30.1,4.7,21.3,45.7,16.9,4.46,Karachi
2018-06-30,30.6,27.9,29.2,1.5,22.5,38.2,18.54,4.23,Karachi
2018-07-01,30.9,28.3,29.5,0.2,23.2,38.2,23.01,4.77,Karachi
2018-07-02,31.2,28.6,29.7,0.2,34.2,52.9,20.07,4.92,Karachi
2018-07-03,31.2,28.5,29.7,0.3,37.9,57.2,17.86,5.4,Karachi
2018-07-04,31.8,28.5,30.0,0.4,39.5,60.5,18.3,5.67,Karachi
2018-07-05,31.7,28.4,29.8,0.5,31.9,47.2,18.89,5.36,Karachi
2018-07-06,31.7,28.0,29.6,0.3,31.2,49.7,18.24,5.35,Karachi
2018-07-07,31.3,28.0,29.5,0.3,33.3,51.1,18.0,5.5,Karachi
2018-07-08,32.1,28.2,29.8,0.0,31.6,50.8,20.8,6.05,Karachi
2018-07-09,31.5,27.9,29.6,0.1,27.5,45.0,17.98,5.23,Karachi
2018-07-10,31.7,27.6,29.5,0.0,25.7,42.1,19.25,5.37,Karachi
2018-07-11,31.2,28.1,29.5,0.2,29.2,47.2,17.94,5.44,Karachi
2018-07-12,31.2,28.0,29.5,0.5,30.0,47.2,16.07,5.12,Karachi
2018-07-13,31.2,27.9,29.4,0.1,26.0,42.5,18.06,4.85,Karachi
2018-07-14,31.4,27.8,29.4,0.0,22.7,39.2,19.08,4.82,Karachi
2018-07-15,32.1,28.2,29.9,0.0,28.0,46.8,23.31,5.92,Karachi
2018-07-16,31.2,28.2,29.6,0.0,21.3,36.7,12.6,3.89,Karachi
2018-07-17,31.9,28.5,29.9,2.1,26.9,44.3,16.25,4.64,Karachi
2018-07-18,32.3,28.4,29.9,0.0,26.3,40.7,16.3,4.71,Karachi
2018-07-19,32.1,28.4,30.0,0.0,25.1,42.8,20.0,5.28,Karachi
2018-07-20,31.8,28.4,29.7,0.0,26.5,43.2,19.05,5.3,Karachi
2018-07-21,31.6,28.1,29.5,0.0,29.7,47.2,17.67,5.09,Karachi
2018-07-22,32.1,28.0,29.6,0.0,29.5,48.2,22.63,6.0,Karachi
2018-07-23,31.5,27.8,29.3,0.1,28.7,47.5,18.52,5.14,Karachi
2018-07-24,30.8,27.6,28.9,0.5,28.7,47.5,15.88,4.43,Karachi
2018-07-25,30.3,27.5,28.7,0.0,35.4,53.3,18.99,5.07,Karachi
2018-07-26,30.5,27.6,28.7,0.0,37.4,58.7,17.39,5.06,Karachi
2018-07-27,30.6,27.3,28.6,0.0,32.6,52.6,22.35,5.28,Karachi
2018-07-28,30.3,26.8,28.3,0.2,33.9,53.3,18.56,4.72,Karachi
2018-07-29,30.2,26.7,28.2,0.1,27.1,44.3,17.99,4.67,Karachi
2018-07-30,30.2,26.7,28.1,0.3,29.1,46.1,19.05,4.81,Karachi
2018-07-31,30.3,26.4,27.9,0.2,31.8,50.4,19.44,4.8,Karachi
2018-08-01,29.5,26.2,27.7,0.6,32.5,52.2,18.84,4.57,Karachi
2018-08-02,29.7,26.3,27.8,0.8,28.8,46.4,18.55,4.7,Karachi
2018-08-03,29.5,26.4,27.6,1.3,33.1,52.2,17.47,4.25,Karachi
2018-08-04,29.3,26.2,27.3,0.9,34.0,53.6,13.09,3.58,Karachi
2018-08-05,29.3,26.3,27.5,0.6,35.5,54.4,17.0,4.15,Karachi
2018-08-06,29.7,26.2,27.4,0.0,34.9,52.6,18.21,4.46,Karachi
2018-08-07,29.5,26.1,27.4,0.0,27.2,45.4,18.54,4.22,Karachi
2018-08-08,29.1,25.6,27.3,0.1,28.4,44.3,22.0,4.59,Karachi
2018-08-09,29.5,26.4,27.3,0.0,18.3,31.7,17.02,3.64,Karachi
2018-08-10,29.4,26.1,27.6,0.2,22.5,37.8,21.37,4.36,Karachi
2018-08-11,29.7,26.1,27.6,0.2,32.9,50.0,20.2,4.42,Karachi
2018-08-12,29.8,26.4,27.7,0.1,33.9,52.6,19.33,4.52,Karachi
2018-08-13,29.5,26.1,27.6,0.0,25.1,41.8,17.87,3.94,Karachi
2018-08-14,29.7,26.4,27.8,0.8,25.4,42.1,17.8,3.97,Karachi
2018-08-15,29.7,26.1,27.7,0.4,25.1,41.8,19.45,4.44,Karachi
2018-08-16,30.0,26.3,27.8,0.0,25.5,42.5,20.28,4.84,Karachi
2018-08-17,31.0,26.3,28.2,0.0,25.1,42.5,21.49,4.9,Karachi
2018-08-18,28.4,26.6,27.2,3.5,27.1,41.8,10.91,2.91,Karachi
2018-08-19,29.9,26.5,28.0,0.0,27.9,45.0,18.74,4.46,Karachi
2018-08-20,29.8,26.3,27.8,0.0,23.4,40.3,18.93,4.27,Karachi
2018-08-21,29.5,26.2,27.7,0.3,23.4,40.0,17.81,4.23,Karachi
2018-08-22,28.8,26.2,27.4,0.7,25.9,42.5,11.36,3.08,Karachi
2018-08-23,28.3,26.4,27.3,1.5,28.1,43.9,8.86,2.63,Karachi
2018-08-24,29.4,26.2,27.5,0.3,28.8,47.2,17.53,4.33,Karachi
2018-08-25,28.8,26.0,27.2,1.1,31.2,49.0,14.09,3.96,Karachi
2018-08-26,29.0,26.1,27.3,0.5,31.1,47.9,13.86,4.18,Karachi
2018-08-27,29.2,25.9,27.3,0.2,27.1,42.1,16.91,4.35,Karachi
2018-08-28,30.1,25.9,27.6,0.0,25.5,43.2,21.53,4.87,Karachi
2018-08-29,29.8,25.8,27.6,0.0,25.7,43.2,19.21,4.65,Karachi
2018-08-30,29.4,25.9,27.3,0.1,30.5,49.3,17.87,4.66,Karachi
2018-08-31,29.0,25.9,27.1,0.3,33.5,52.2,16.18,4.52,Karachi
2018-09-01,28.5,25.5,26.8,0.7,27.8,44.3,14.69,3.95,Karachi
2018-09-02,28.6,25.4,26.8,0.2,27.5,43.6,14.95,4.08,Karachi
2018-09-03,29.0,25.4,26.8,0.0,30.7,47.5,18.55,4.61,Karachi
2018-09-04,29.3,25.3,26.8,0.0,34.7,54.4,19.75,5.02,Karachi
2018-09-05,29.3,25.2,26.8,0.0,35.5,56.5,21.47,5.42,Karachi
2018-09-06,29.1,25.2,26.7,0.0,30.6,50.0,19.26,4.89,Karachi
2018-09-07,29.0,24.5,26.6,0.0,27.7,46.4,21.25,5.06,Karachi
2018-09-08,29.1,24.4,26.5,0.0,21.8,36.7,17.24,4.0,Karachi
2018-09-09,28.7,24.6,26.6,0.0,23.3,40.0,19.09,4.11,Karachi
2018-09-10,29.6,25.2,27.1,0.0,26.2,44.6,20.53,4.53,Karachi
2018-09-11,28.9,25.7,26.9,0.3,31.1,49.3,15.4,3.92,Karachi
2018-09-12,28.6,25.3,26.7,0.3,34.0,53.6,15.9,4.22,Karachi
2018-09-13,28.8,25.4,26.9,0.5,29.7,47.5,16.17,4.26,Karachi
2018-09-14,28.4,25.2,26.7,1.9,28.8,44.3,14.71,3.48,Karachi
2018-09-15,28.4,25.2,26.7,0.4,25.9,42.5,16.45,3.66,Karachi
2018-09-16,28.7,24.8,26.4,0.2,22.5,37.1,15.71,3.54,Karachi
2018-09-17,28.9,24.5,26.5,0.0,24.5,41.4,21.51,4.68,Karachi
2018-09-18,29.5,24.6,26.7,0.0,25.9,43.2,21.74,4.94,Karachi
2018-09-19,29.8,25.1,26.9,0.0,27.6,45.7,20.28,4.98,Karachi
2018-09-20,29.8,25.3,27.0,0.0,25.6,43.9,21.3,5.1,Karachi
2018-09-21,30.6,25.1,27.1,0.0,24.2,42.1,22.02,4.92,Karachi
2018-09-22,32.3,23.8,27.5,0.0,29.7,47.2,21.0,4.92,Karachi
2018-09-23,31.5,24.6,27.6,0.0,18.9,34.9,21.84,4.8,Karachi
2018-09-24,30.9,25.4,27.5,0.0,28.1,47.2,22.21,4.63,Karachi
2018-09-25,30.0,25.4,27.3,0.0,29.9,49.0,20.19,4.27,Karachi
2018-09-26,30.0,25.5,27.3,0.0,26.8,45.0,18.72,4.34,Karachi
2018-09-27,30.1,26.1,27.7,0.0,29.5,49.0,19.54,4.51,Karachi
2018-09-28,30.0,25.5,27.4,0.0,28.6,47.2,19.81,4.34,Karachi
2018-09-29,30.6,24.7,27.3,0.0,26.1,44.3,20.86,4.4,Karachi
2018-09-30,31.2,25.2,27.7,0.0,29.6,48.6,21.7,4.97,Karachi
2018-10-01,31.5,25.2,27.6,0.0,26.4,44.3,21.55,4.72,Karachi
2018-10-02,30.6,24.3,27.2,0.0,24.9,42.5,21.14,4.3,Karachi
2018-10-03,31.3,24.8,27.3,0.0,26.1,42.5,21.59,4.58,Karachi
